s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
0.280916505059273;-0.044428071837715;-0.587864065163990;0.231321416435770;0.063131923391620;0.079898687543173;0.011511146224575
0.705422172945315;0.374575172994490;-0.501592145053052;0.247681232852007;-0.508584765517285;0.762836748791158;0.688335281575631
1.129927840831356;0.785852337110493;-0.410509361853659;0.287933312688259;0.066679788440052;1.445774810039143;1.365159416926686
1.863726091242074;1.477164524622412;-0.198941302773232;0.357554886336247;0.398336991830748;1.524752475247525;0.761431734688174
2.597524341652791;2.182628890319649;0.039884631921198;0.381136902525751;0.063507639726127;1.603730140455906;0.157704052449662
3.417345282791736;3.001539059730648;0.306057063732717;0.354641037683268;-0.105449190585046;1.588648399723693;0.063746415026619
4.237166223930680;3.677607264089138;0.713282852947446;0.505621441253568;0.075921785161328;1.573566658991480;-0.030211222396424
4.928089420211148;4.014003844933770;1.272271929404392;0.904005821233693;0.396675388298250;1.580013815335022;-0.008657743088682
5.619012616491616;4.213165193899618;1.987126311324802;1.314037433298200;0.585025945283556;1.586460971678563;0.012895736219061
6.329816721808804;4.336418462236188;2.777295330311059;1.548833563101699;0.457282311900850;1.571264103154502;-0.008759007074876
7.040620827125993;4.166057917599839;3.407953819878424;1.951206968030821;0.448203330542309;1.556067234630440;-0.030413750368812
7.689660101807474;3.606125976717421;3.676406794805527;2.729938231266654;0.863906159024302;1.543518305318904;-0.027727695887757
8.338699376488956;2.890912595441106;3.650878350737200;-2.783672204239140;1.192767676246913;1.530969376007368;-0.025041641406703
9.119057464900990;2.158956615417635;3.329150663757757;-2.462237643671541;0.818909941848340;1.593368639189500;0.050042222264841
9.899415553313023;1.494908535963170;2.953019016400069;-2.718673219755124;0.041646896116810;1.655767902371632;0.125126085936384
10.680719831271446;0.757371951772287;2.771341884736852;3.033889393226410;-0.505260047235223;1.727492516693530;0.133765695137075
11.462024109229869;-0.058713081944829;2.785670973706232;2.750970742211770;-0.520630289737121;1.799217131015427;0.142405304337766
12.214484714694215;-0.869681850267183;2.881535542669604;3.098217259904965;0.038821929291010;1.734054800828920;0.005557755843056
12.966945320158564;-1.563563020237322;2.771024666179494;-2.472566862818745;0.704121713784044;1.668892470642413;-0.131289792651654
13.784785449235965;-2.032716802171668;2.159272052855355;-1.715702575281912;0.988562530097982;1.660027630670044;-0.074517762338668
14.602625578313368;-2.194452682234612;1.261909646937317;-1.307458273178710;0.712308278975245;1.651162790697674;-0.017745732025681
15.384224767572913;-2.073217328712241;0.431511664076117;-1.348213927535856;0.110223653073118;1.650126640571034;-0.009906828803551
16.165823956832458;-1.647714665281110;-0.202558417385857;-1.183750437092559;0.079137643555738;1.649090490444393;-0.002067925581421
16.868271389160931;-1.006148544994077;-0.504848258131991;-0.442690813521105;0.939926461293355;1.543518305318904;-0.106717240858676
17.570718821489404;-0.278755303687577;-0.518279571325355;0.223363915388006;1.001579824853413;1.437946120193415;-0.211366556135932

